order_id,order_date,customer_id,product_id,store_id,quantity,sales,discount,profit,payment_mode,order_status
1613,2023-10-26,105,41,4,5,23709.0,30,-381.0,Credit Card,Delivered
1614,2024-12-03,145,28,10,3,16636.8,20,7852.8,Debit Card,Delivered
1615,2023-10-24,247,50,4,1,925.6,20,-3430.4,UPI,Delivered
1616,2023-04-22,259,41,16,5,23709.0,30,-381.0,Cash,Delivered
1617,2024-02-17,138,57,12,2,10077.6,5,2097.6,UPI,Delivered
1618,2025-09-01,263,35,17,2,2623.5,25,539.5,Cash,Cancelled
1619,2024-11-18,115,2,19,3,1287.3,30,-2258.7,Net Banking,Delivered
1620,2023-11-29,65,41,20,4,24386.4,10,5114.4,UPI,Delivered
1621,2024-03-25,212,49,15,1,2918.05,15,2258.05,UPI,Returned
1622,2024-04-16,361,18,19,2,4815.0,25,4075.0,Cash,Cancelled
1623,2025-09-11,77,52,14,2,1630.2,5,-6173.8,Debit Card,Returned
1624,2025-03-30,173,59,10,4,16089.2,5,13945.2,Credit Card,Delivered
1625,2023-06-01,128,54,17,3,3534.0,0,-4119.0,Debit Card,Delivered
1626,2023-10-19,330,16,17,5,14605.0,0,-3500.0,Debit Card,Delivered
1627,2025-01-07,176,19,13,2,8419.5,25,5205.5,UPI,Delivered
1628,2024-08-04,232,40,11,2,8265.0,5,-229.0,Credit Card,Delivered
1629,2023-12-23,6,3,4,3,15005.25,25,2183.25,Debit Card,Cancelled
1630,2024-02-06,239,8,9,2,11441.8,5,1887.8,UPI,Delivered
1631,2023-02-12,204,20,13,3,18597.0,0,6690.0,Credit Card,Delivered
1632,2024-03-06,264,53,10,1,3213.0,10,2547.0,Debit Card,Delivered
1633,2025-02-01,175,9,18,2,2052.0,10,-4150.0,Credit Card,Cancelled
1634,2023-05-14,406,21,4,5,5401.75,15,-10418.25,UPI,Delivered
1635,2024-01-24,141,29,11,2,1645.0,30,-1509.0,Credit Card,Cancelled
1636,2025-02-05,193,50,12,4,3471.0,25,-13953.0,Debit Card,Cancelled
1637,2024-05-15,170,23,8,4,12357.0,25,3585.0,UPI,Cancelled
1638,2024-08-25,431,27,11,5,11233.75,5,-3671.25,Credit Card,Delivered
1639,2024-07-27,461,8,16,2,12044.0,0,2490.0,Credit Card,Cancelled
1640,2024-03-04,31,17,15,5,16439.0,15,10724.0,UPI,Delivered
1641,2023-12-09,465,56,7,5,18495.0,0,-3270.0,Net Banking,Delivered
1642,2025-10-18,22,63,10,5,4752.0,10,-2423.0,Net Banking,Delivered
1643,2025-02-04,136,41,3,2,12193.2,10,2557.2,Net Banking,Returned
1644,2025-10-10,262,57,2,4,15912.0,25,-48.0,Cash,Delivered
1645,2023-03-16,167,31,2,5,20808.0,15,15138.0,Credit Card,Delivered
1646,2024-04-25,362,39,6,2,3401.7,15,1767.7,Cash,Delivered
1647,2025-02-11,485,20,20,3,15807.45,15,3900.45,Net Banking,Delivered
1648,2023-06-23,428,1,13,3,8739.9,10,1026.9,Credit Card,Delivered
1649,2025-11-28,401,24,9,3,12347.1,15,1907.1,Debit Card,Delivered
1650,2025-08-10,472,17,13,5,19340.0,0,13625.0,Net Banking,Cancelled
1651,2025-07-12,387,60,17,3,15016.95,15,367.95,Cash,Delivered
1652,2025-10-15,356,25,20,4,13651.2,10,10275.2,Debit Card,Delivered
1653,2024-01-03,356,43,1,4,23268.0,0,3972.0,Cash,Delivered
1654,2023-06-05,131,34,2,3,5591.25,25,1364.25,Debit Card,Delivered
1655,2025-10-24,381,53,6,3,7497.0,30,5499.0,Net Banking,Cancelled
1656,2024-07-20,352,26,15,1,4661.3,30,1920.3,Credit Card,Delivered
1657,2025-01-07,394,6,17,1,6314.0,0,1752.0,UPI,Cancelled
1658,2024-02-07,454,15,15,2,6953.4,10,-2840.6,Debit Card,Delivered
1659,2024-07-16,79,23,2,3,9267.75,25,2688.75,Credit Card,Returned
1660,2024-06-18,9,18,8,5,15247.5,5,13397.5,UPI,Delivered
1661,2024-12-10,211,3,8,3,14004.9,30,1182.9,Cash,Delivered
1662,2023-01-25,278,4,12,5,6961.5,30,-11673.5,Cash,Returned
1663,2023-11-02,174,63,10,5,3696.0,30,-3479.0,Cash,Delivered
1664,2024-03-05,39,52,1,2,1287.0,25,-6517.0,Cash,Delivered
1665,2025-08-17,427,38,7,5,27108.0,20,19848.0,Cash,Delivered
1666,2024-01-20,225,18,11,1,2889.0,10,2519.0,Cash,Returned
1667,2025-06-17,209,9,8,4,4332.0,5,-8072.0,Cash,Cancelled
1668,2023-10-12,93,23,7,1,3707.1,10,1514.1,Net Banking,Delivered
1669,2023-01-20,281,8,20,3,13549.5,25,-781.5,Cash,Returned
1670,2024-04-06,80,59,9,3,11431.8,10,9823.8,Cash,Delivered
1671,2024-09-05,467,9,9,4,3192.0,30,-9212.0,Debit Card,Cancelled
1672,2023-03-07,489,35,20,1,1399.2,20,357.2,Credit Card,Delivered
1673,2025-03-11,196,65,10,3,15362.4,20,6323.4,Cash,Delivered
1674,2025-12-30,262,5,18,4,14656.0,0,9624.0,Cash,Delivered
1675,2024-11-04,387,50,20,4,4628.0,0,-12796.0,Net Banking,Delivered
1676,2023-12-18,120,4,14,3,5967.0,0,-5214.0,UPI,Returned
1677,2023-03-07,167,59,2,5,20111.5,5,17431.5,Net Banking,Delivered
1678,2024-02-12,244,9,7,1,1083.0,5,-2018.0,UPI,Delivered
1679,2024-04-22,30,6,20,3,17994.9,5,4308.9,Debit Card,Returned
1680,2025-07-20,4,31,11,5,24480.0,0,18810.0,UPI,Delivered
1681,2023-12-18,25,41,20,5,33870.0,0,9780.0,Debit Card,Delivered
1682,2023-08-15,499,50,4,4,4396.6,5,-13027.4,Credit Card,Cancelled
1683,2023-05-21,444,41,4,4,23031.6,15,3759.6,Cash,Delivered
1684,2024-02-26,412,26,17,2,9322.6,30,3840.6,Debit Card,Delivered
1685,2024-09-27,229,32,14,4,8124.4,5,-9383.6,Net Banking,Delivered
1686,2025-07-28,72,41,7,5,25402.5,25,1312.5,Debit Card,Delivered
1687,2025-07-01,375,21,19,1,1207.45,5,-1956.55,UPI,Delivered
1688,2024-05-20,123,32,20,5,7483.0,30,-14402.0,Net Banking,Delivered
1689,2025-07-31,398,17,4,5,16439.0,15,10724.0,Cash,Cancelled
1690,2023-07-06,3,64,15,1,1047.75,25,-2842.25,Debit Card,Returned
1691,2024-09-01,394,59,9,4,15242.4,10,13098.4,Cash,Cancelled
1692,2024-05-25,243,19,7,2,9542.1,15,6328.1,Credit Card,Cancelled
1693,2025-02-26,60,32,5,4,7269.2,15,-10238.8,Credit Card,Returned
1694,2025-03-16,379,18,15,5,16050.0,0,14200.0,UPI,Delivered
1695,2024-08-20,358,13,19,2,5605.2,10,3931.2,UPI,Returned
1696,2025-04-22,156,20,13,2,10538.3,15,2600.3,Net Banking,Delivered
1697,2023-08-04,92,17,4,3,11604.0,0,8175.0,Net Banking,Delivered
1698,2023-12-04,218,50,4,4,3933.8,15,-13490.2,Debit Card,Delivered
1699,2025-08-04,390,58,13,5,33015.0,0,9315.0,UPI,Delivered
1700,2024-12-04,92,26,17,4,22640.6,15,11676.6,Cash,Delivered
1701,2023-01-22,439,48,16,4,11200.0,0,480.0,Debit Card,Delivered
1702,2025-08-08,153,26,9,2,11986.2,10,6504.2,Cash,Delivered
1703,2024-05-11,35,25,1,1,3792.0,0,2948.0,Cash,Delivered
1704,2024-07-25,67,52,7,4,2402.4,30,-13205.6,Credit Card,Delivered
1705,2023-07-25,342,18,15,1,2568.0,20,2198.0,Credit Card,Delivered
1706,2025-03-11,33,31,18,1,3916.8,20,2782.8,Credit Card,Delivered
1707,2024-07-13,418,37,13,1,4113.0,25,2492.0,Credit Card,Delivered
1708,2024-03-19,33,34,20,3,7082.25,5,2855.25,UPI,Returned
1709,2025-06-24,438,15,5,5,18349.25,5,-6135.75,UPI,Returned
1710,2023-07-30,486,13,12,5,11677.5,25,7492.5,Cash,Returned
1711,2023-04-18,246,4,10,3,5071.95,15,-6109.05,Net Banking,Delivered
1712,2025-02-11,142,44,17,1,3981.6,30,1134.6,Credit Card,Delivered
1713,2024-02-14,74,53,6,3,10174.5,5,8176.5,UPI,Delivered
1714,2023-01-30,113,29,20,4,4700.0,0,-1608.0,Debit Card,Delivered
1715,2023-07-17,348,48,11,1,2660.0,5,-20.0,Credit Card,Returned
1716,2025-05-01,281,48,19,2,5600.0,0,240.0,Net Banking,Delivered
1717,2024-01-24,378,65,19,3,17282.7,10,8243.7,Net Banking,Delivered
1718,2025-05-26,40,58,3,5,28062.75,15,4362.75,UPI,Delivered
1719,2024-12-31,9,54,17,2,2356.0,0,-2746.0,Debit Card,Delivered
1720,2024-10-09,413,25,13,1,3223.2,15,2379.2,UPI,Delivered
1721,2024-03-26,425,5,9,2,6228.8,15,3712.8,UPI,Returned
1722,2025-01-25,100,47,11,3,9387.0,25,-2736.0,UPI,Delivered
1723,2024-09-09,178,33,4,2,5824.2,15,-299.8,Net Banking,Delivered
1724,2023-12-18,226,36,12,1,1624.5,25,-671.5,Debit Card,Delivered
1725,2025-03-06,368,37,19,5,24678.0,10,16573.0,Credit Card,Delivered
1726,2024-10-13,268,31,5,2,7344.0,25,5076.0,Cash,Delivered
1727,2025-07-08,117,27,16,3,7095.0,0,-1848.0,Cash,Cancelled
1728,2023-01-28,197,18,3,2,5136.0,20,4396.0,Credit Card,Delivered
1729,2023-09-12,4,36,4,5,7581.0,30,-3899.0,Debit Card,Delivered
1730,2024-05-13,365,8,16,4,16861.6,30,-2246.4,Net Banking,Delivered
1731,2025-02-06,61,1,7,1,3075.15,5,504.15,Cash,Delivered
1732,2025-02-08,397,36,3,2,4115.4,5,-476.6,Credit Card,Returned
1733,2025-06-27,477,66,12,1,4448.85,5,3558.85,Debit Card,Delivered
1734,2023-03-23,131,50,18,3,3123.9,10,-9944.1,Net Banking,Delivered
1735,2023-02-18,466,45,20,3,3750.6,30,-4616.4,Credit Card,Returned
1736,2024-05-11,232,53,11,3,9639.0,10,7641.0,Credit Card,Cancelled
1737,2024-05-23,301,42,12,1,3170.25,25,-1776.75,Credit Card,Cancelled
1738,2024-10-20,117,55,11,4,17881.6,20,14125.6,Credit Card,Delivered
1739,2025-10-03,203,26,4,1,6659.0,0,3918.0,UPI,Delivered
1740,2023-10-17,63,14,15,1,3049.5,25,-1866.5,Credit Card,Delivered
1741,2024-02-23,479,66,5,1,4448.85,5,3558.85,Credit Card,Cancelled
1742,2025-08-14,319,25,4,1,3223.2,15,2379.2,Debit Card,Delivered
1743,2025-05-18,70,36,14,2,4115.4,5,-476.6,Credit Card,Cancelled
1744,2024-08-07,361,28,5,2,12477.6,10,6621.6,Net Banking,Delivered
1745,2025-09-12,129,47,14,2,7509.6,10,-572.4,UPI,Delivered
1746,2023-12-10,165,32,8,4,7269.2,15,-10238.8,Cash,Delivered
1747,2025-06-06,270,19,6,4,17961.6,20,11533.6,Credit Card,Delivered
1748,2025-02-20,139,51,9,1,3032.4,30,290.4,Cash,Delivered
1749,2023-11-09,326,38,20,3,16264.8,20,11908.8,Net Banking,Returned
1750,2025-02-18,115,57,20,2,9547.2,10,1567.2,Cash,Delivered
1751,2025-02-07,82,52,4,4,3088.8,10,-12519.2,Net Banking,Cancelled
1752,2024-11-13,226,48,19,4,11200.0,0,480.0,Credit Card,Returned
1753,2023-11-13,416,15,12,4,14679.4,5,-4908.6,Credit Card,Delivered
1754,2025-10-22,57,58,20,1,4622.1,30,-117.9,Debit Card,Delivered
1755,2025-03-19,481,19,18,4,19084.2,15,12656.2,Debit Card,Delivered
1756,2023-05-26,295,27,20,4,8514.0,10,-3410.0,Cash,Delivered
1757,2023-11-29,55,7,16,1,3950.8,15,1865.8,Credit Card,Delivered
1758,2024-12-14,49,51,19,3,9097.2,30,871.2,Net Banking,Returned
1759,2025-01-24,336,39,19,4,6003.0,25,2735.0,UPI,Returned
1760,2024-05-20,99,23,11,4,14004.6,15,5232.6,Credit Card,Delivered
1761,2025-01-10,96,53,4,1,2499.0,30,1833.0,UPI,Returned
1762,2025-07-21,466,40,4,2,7830.0,10,-664.0,Credit Card,Delivered
1763,2023-11-27,477,35,16,2,2798.4,20,714.4,UPI,Delivered
1764,2025-02-26,132,57,4,1,3978.0,25,-12.0,Cash,Returned
1765,2025-11-27,67,9,14,5,5700.0,0,-9805.0,Credit Card,Delivered
1766,2025-05-24,281,37,3,2,7677.6,30,4435.6,Debit Card,Returned
1767,2025-12-27,257,25,12,3,9100.8,20,6568.8,Cash,Cancelled
1768,2025-04-22,474,6,19,3,14206.5,25,520.5,UPI,Delivered
1769,2024-12-06,255,23,13,5,14416.5,30,3451.5,Credit Card,Delivered
1770,2025-03-26,294,58,6,2,9904.5,25,424.5,Debit Card,Delivered
1771,2025-10-04,374,11,3,2,5772.2,30,4680.2,UPI,Delivered
1772,2025-05-05,160,32,7,1,1496.6,30,-2880.4,Net Banking,Delivered
1773,2025-06-01,57,20,9,3,13947.75,25,2040.75,Credit Card,Delivered
1774,2023-10-03,335,5,5,3,10442.4,5,6668.4,Credit Card,Delivered
1775,2023-08-14,260,17,10,2,6188.8,20,3902.8,Cash,Cancelled
1776,2024-02-16,463,45,6,2,3393.4,5,-2184.6,UPI,Returned
1777,2024-01-28,464,43,3,2,8143.8,30,-1504.2,Debit Card,Delivered
1778,2023-08-12,210,63,5,4,3168.0,25,-2572.0,Credit Card,Delivered
1779,2025-02-12,123,30,14,3,17211.0,0,4068.0,UPI,Delivered
1780,2023-03-02,458,52,8,1,772.2,10,-3129.8,Net Banking,Delivered
1781,2023-07-26,53,8,9,4,20474.8,15,1366.8,UPI,Delivered
1782,2023-01-15,195,34,12,3,5218.5,30,991.5,Net Banking,Delivered
1783,2025-12-05,402,45,9,1,1696.7,5,-1092.3,UPI,Delivered
1784,2024-06-28,160,1,15,5,12948.0,20,93.0,Cash,Delivered
1785,2025-05-29,192,61,13,3,7639.2,20,2413.2,Debit Card,Delivered
1786,2024-05-05,231,23,8,3,11121.3,10,4542.3,Debit Card,Returned
1787,2023-04-28,151,52,14,4,2917.2,15,-12690.8,Debit Card,Delivered
1788,2025-07-24,60,17,18,1,3868.0,0,2725.0,Cash,Returned
1789,2023-09-09,112,27,12,2,4730.0,0,-1232.0,Net Banking,Delivered
1790,2025-07-14,421,23,3,2,7414.2,10,3028.2,Net Banking,Returned
1791,2025-04-26,153,65,2,4,20483.2,20,8431.2,Credit Card,Delivered
1792,2025-01-07,76,21,3,3,3813.0,0,-5679.0,UPI,Returned
1793,2025-06-28,367,29,17,3,2643.75,25,-2087.25,Credit Card,Cancelled
1794,2023-06-16,467,10,18,4,22535.2,15,8727.2,Debit Card,Delivered
1795,2023-07-25,265,42,14,4,12681.0,25,-7107.0,Cash,Delivered
1796,2023-10-21,441,47,6,5,19817.0,5,-388.0,Net Banking,Cancelled
1797,2023-09-19,351,35,17,5,8745.0,0,3535.0,Cash,Delivered
1798,2025-08-14,294,39,4,3,4202.1,30,1751.1,Credit Card,Delivered
1799,2024-05-08,102,43,11,1,4944.45,15,120.45,Credit Card,Delivered
1800,2023-07-03,309,19,11,2,7858.2,30,4644.2,UPI,Delivered
1801,2024-10-30,371,48,14,1,2660.0,5,-20.0,Cash,Delivered
1802,2024-06-11,443,12,4,2,6474.0,25,5768.0,Cash,Returned
1803,2023-10-06,282,26,11,1,4994.25,25,2253.25,Net Banking,Returned
1804,2024-11-12,41,5,4,4,14656.0,0,9624.0,Credit Card,Cancelled
1805,2024-12-03,305,27,20,5,11825.0,0,-3080.0,Cash,Returned
1806,2025-06-13,482,56,3,4,11097.0,25,-6315.0,Credit Card,Delivered
1807,2024-08-18,423,44,2,3,17064.0,0,8523.0,UPI,Delivered
1808,2024-01-21,147,23,13,1,3707.1,10,1514.1,UPI,Cancelled
1809,2024-10-03,267,3,4,3,19006.65,5,6184.65,Cash,Cancelled
1810,2023-05-07,54,51,4,1,3898.8,10,1156.8,Net Banking,Cancelled
1811,2025-03-05,360,22,11,2,1983.8,30,-5570.2,Cash,Delivered
1812,2023-09-16,270,35,19,3,3672.9,30,546.9,Net Banking,Returned
1813,2024-03-30,325,50,4,5,4628.0,20,-17152.0,UPI,Delivered
1814,2025-08-01,140,16,14,1,2336.8,20,-1284.2,Debit Card,Delivered
1815,2024-03-24,380,50,18,3,2429.7,30,-10638.3,Cash,Returned
1816,2024-08-03,313,53,18,4,13566.0,5,10902.0,Credit Card,Returned
1817,2024-10-17,79,32,15,1,1710.4,20,-2666.6,Debit Card,Cancelled
1818,2025-09-06,176,17,10,1,3481.2,10,2338.2,Credit Card,Delivered
1819,2025-02-10,433,19,7,3,12629.25,25,7808.25,UPI,Delivered
1820,2024-03-07,200,49,7,2,4806.2,30,3486.2,Credit Card,Returned
1821,2024-01-02,58,46,19,1,776.3,30,-3025.7,Cash,Returned
1822,2023-11-23,218,50,5,4,4165.2,10,-13258.8,UPI,Cancelled
1823,2025-05-15,410,12,13,4,15537.6,10,14125.6,Cash,Delivered
1824,2023-05-28,284,29,9,4,3995.0,15,-2313.0,Net Banking,Returned
1825,2024-02-04,167,24,7,3,13073.4,10,2633.4,Net Banking,Delivered
1826,2024-10-24,457,30,5,1,5450.15,5,1069.15,Net Banking,Delivered
1827,2023-12-02,27,6,20,3,16100.7,15,2414.7,Net Banking,Delivered
1828,2025-09-15,362,62,9,4,13971.0,25,-2413.0,Debit Card,Delivered
1829,2024-02-05,439,13,16,2,5916.6,5,4242.6,UPI,Delivered
1830,2023-10-30,381,25,10,5,18960.0,0,14740.0,Cash,Delivered
1831,2023-07-16,224,15,14,2,7726.0,0,-2068.0,Debit Card,Delivered
1832,2023-08-29,195,43,5,2,11634.0,0,1986.0,Net Banking,Returned
1833,2025-06-07,72,38,2,3,16264.8,20,11908.8,Credit Card,Returned
1834,2023-03-11,75,29,16,4,4465.0,5,-1843.0,UPI,Delivered
1835,2024-09-11,485,48,9,4,9520.0,15,-1200.0,Net Banking,Delivered
1836,2023-07-03,392,54,11,4,3298.4,30,-6905.6,Cash,Returned
1837,2025-06-30,288,16,1,4,10515.6,10,-3968.4,Debit Card,Delivered
1838,2023-06-19,252,65,12,1,6401.0,0,3388.0,UPI,Delivered
1839,2023-02-17,357,63,4,5,5016.0,5,-2159.0,Net Banking,Cancelled
1840,2024-07-14,75,53,2,5,15172.5,15,11842.5,UPI,Cancelled
1841,2025-09-18,447,18,6,2,5457.0,15,4717.0,Cash,Delivered
1842,2023-07-23,28,14,12,5,19313.5,5,-5266.5,Debit Card,Delivered
1843,2025-04-10,63,53,6,5,16957.5,5,13627.5,UPI,Delivered
1844,2025-12-21,66,60,3,5,20611.5,30,-3803.5,Cash,Delivered
1845,2023-09-12,143,44,13,5,19908.0,30,5673.0,Credit Card,Returned
1846,2024-01-04,21,40,3,1,4132.5,5,-114.5,UPI,Cancelled
1847,2024-10-05,285,60,20,4,16489.2,30,-3042.8,UPI,Delivered
1848,2024-02-27,236,48,18,2,4480.0,20,-880.0,Credit Card,Delivered
1849,2023-03-13,129,28,11,5,31194.0,10,16554.0,UPI,Delivered
1850,2025-01-14,413,27,10,5,10642.5,10,-4262.5,Net Banking,Delivered
1851,2023-01-01,21,25,9,4,11376.0,25,8000.0,Credit Card,Delivered
1852,2024-08-23,262,2,16,1,490.4,20,-691.6,Net Banking,Delivered
1853,2025-10-01,210,33,11,2,5481.6,20,-642.4,Debit Card,Cancelled
1854,2025-11-11,409,10,6,3,15907.2,20,5551.2,Credit Card,Returned
1855,2023-04-02,450,54,8,1,883.5,25,-1667.5,Credit Card,Delivered
1856,2024-09-05,145,32,9,2,4062.2,5,-4691.8,Credit Card,Delivered
1857,2024-03-18,433,26,14,5,26636.0,20,12931.0,Net Banking,Delivered
1858,2025-05-14,106,66,3,3,13346.55,5,10676.55,UPI,Cancelled
1859,2025-02-20,444,47,12,3,11264.4,10,-858.6,Credit Card,Delivered
1860,2024-06-04,310,27,18,4,9460.0,0,-2464.0,Cash,Returned
1861,2024-02-22,45,60,12,2,9422.4,20,-343.6,UPI,Returned
1862,2024-01-30,390,38,8,3,15248.25,25,10892.25,Debit Card,Cancelled
1863,2023-12-02,448,48,17,5,11200.0,20,-2200.0,Cash,Delivered
1864,2025-06-07,266,3,9,3,14004.9,30,1182.9,Cash,Delivered
1865,2023-06-08,399,6,19,5,29991.5,5,7181.5,Debit Card,Delivered
1866,2025-04-13,257,55,16,5,27940.0,0,23245.0,UPI,Delivered
1867,2024-11-14,7,34,18,1,2236.5,10,827.5,Debit Card,Delivered
1868,2023-01-21,39,29,19,2,2115.0,10,-1039.0,UPI,Delivered
1869,2023-08-04,361,10,4,2,11267.6,15,4363.6,UPI,Delivered
1870,2024-09-19,145,60,1,5,22083.75,25,-2331.25,Net Banking,Delivered
1871,2024-12-15,26,63,9,1,844.8,20,-590.2,Net Banking,Delivered
1872,2023-07-22,99,57,14,5,23868.0,10,3918.0,UPI,Delivered
1873,2025-03-08,48,32,16,3,4489.8,30,-8641.2,Credit Card,Delivered
1874,2025-04-04,226,33,18,5,13704.0,20,-1606.0,Cash,Cancelled
1875,2023-01-20,103,18,13,2,5778.0,10,5038.0,Net Banking,Returned
1876,2023-09-16,387,39,4,2,3001.5,25,1367.5,Credit Card,Delivered
1877,2024-07-01,380,29,2,5,4406.25,25,-3478.75,UPI,Returned
1878,2024-05-25,302,9,1,3,2565.0,25,-6738.0,Net Banking,Delivered
1879,2025-06-17,203,23,9,4,15652.2,5,6880.2,Debit Card,Delivered
1880,2024-07-18,222,49,20,5,15448.5,10,12148.5,Cash,Cancelled
1881,2023-06-28,456,15,2,2,6953.4,10,-2840.6,Debit Card,Delivered
1882,2023-07-04,270,3,18,3,14004.9,30,1182.9,UPI,Delivered
1883,2023-12-05,236,56,18,2,7398.0,0,-1308.0,Net Banking,Delivered
1884,2024-08-08,99,33,11,1,2569.5,25,-492.5,Net Banking,Delivered
1885,2025-11-07,132,41,14,1,5757.9,15,939.9,Credit Card,Delivered
1886,2025-12-26,180,31,5,4,15667.2,20,11131.2,UPI,Delivered
1887,2024-01-25,273,33,3,1,2740.8,20,-321.2,UPI,Returned
1888,2025-12-30,6,65,15,4,19203.0,25,7151.0,Debit Card,Delivered
1889,2023-03-28,270,47,8,5,15645.0,25,-4560.0,Net Banking,Delivered
1890,2025-12-08,481,34,4,2,3727.5,25,909.5,Credit Card,Delivered
1891,2023-10-01,490,26,5,1,5993.1,10,3252.1,Net Banking,Delivered
1892,2025-10-11,482,59,9,1,3598.9,15,3062.9,Cash,Delivered
1893,2024-11-23,61,36,18,3,6498.0,0,-390.0,Credit Card,Cancelled
1894,2024-09-04,137,37,5,1,4935.6,10,3314.6,Cash,Delivered
1895,2023-01-05,416,18,20,3,9148.5,5,8038.5,Net Banking,Delivered
1896,2025-11-21,364,57,9,2,9547.2,10,1567.2,UPI,Delivered
1897,2025-09-26,7,13,10,5,10899.0,30,6714.0,UPI,Delivered
1898,2025-07-31,291,4,20,1,1591.2,20,-2135.8,Debit Card,Delivered
1899,2023-01-11,471,51,7,3,12996.0,0,4770.0,Debit Card,Returned
1900,2024-12-27,97,11,4,2,7009.1,15,5917.1,UPI,Delivered
1901,2024-02-09,209,55,9,4,18999.2,15,15243.2,UPI,Cancelled
1902,2025-04-21,355,41,1,5,32176.5,5,8086.5,UPI,Delivered
1903,2024-05-27,406,5,13,1,3480.8,5,2222.8,Credit Card,Delivered
1904,2024-09-04,214,23,15,4,14828.4,10,6056.4,Debit Card,Delivered
1905,2024-07-05,333,19,16,2,8980.8,20,5766.8,UPI,Delivered
1906,2023-10-14,300,3,9,4,25342.2,5,8246.2,Debit Card,Returned
1907,2025-01-05,349,5,10,4,14656.0,0,9624.0,Credit Card,Delivered
1908,2023-03-24,174,51,8,2,7797.6,10,2313.6,Credit Card,Delivered
1909,2024-11-09,439,53,5,4,10710.0,25,8046.0,UPI,Delivered
1910,2024-06-28,12,5,20,2,6228.8,15,3712.8,UPI,Delivered
1911,2025-10-11,471,19,13,4,17961.6,20,11533.6,Credit Card,Delivered
1912,2025-03-07,311,21,7,4,4067.2,20,-8588.8,Credit Card,Delivered
1913,2023-02-13,19,42,12,1,2958.9,30,-1988.1,Credit Card,Delivered
1914,2023-01-28,480,34,9,3,5964.0,20,1737.0,Credit Card,Delivered
1915,2023-01-17,127,44,14,3,14504.4,15,5963.4,Cash,Delivered
1916,2025-09-22,460,52,18,3,2316.6,10,-9389.4,UPI,Delivered
1917,2023-11-09,62,54,18,2,1884.8,20,-3217.2,Net Banking,Delivered
1918,2023-08-24,315,7,17,2,8366.4,10,4196.4,Debit Card,Returned
1919,2025-05-28,488,17,11,2,5802.0,25,3516.0,Credit Card,Delivered
1920,2025-10-25,306,27,5,1,1773.75,25,-1207.25,Net Banking,Delivered
1921,2023-11-01,22,62,1,2,6519.8,30,-1672.2,Credit Card,Delivered
1922,2023-03-20,429,58,3,2,11225.1,15,1745.1,Debit Card,Delivered
1923,2023-02-06,400,52,3,2,1458.6,15,-6345.4,Net Banking,Delivered
1924,2023-04-15,499,12,15,1,3021.2,30,2668.2,Cash,Delivered
1925,2024-04-18,488,16,17,5,13144.5,10,-4960.5,Credit Card,Delivered
1926,2023-05-06,258,42,7,4,14371.8,15,-5416.2,Net Banking,Delivered
1927,2023-08-14,176,1,3,1,2913.3,10,342.3,Debit Card,Delivered
1928,2025-05-06,117,17,13,3,10443.6,10,7014.6,Credit Card,Delivered
1929,2023-03-25,361,4,7,1,1889.55,5,-1837.45,UPI,Delivered
1930,2024-08-07,479,12,7,3,12300.6,5,11241.6,Cash,Delivered
1931,2025-06-01,396,28,5,5,34660.0,0,20020.0,Credit Card,Delivered
1932,2024-11-15,123,54,14,4,4240.8,10,-5963.2,Debit Card,Delivered
1933,2023-01-28,6,51,18,1,3249.0,25,507.0,Net Banking,Delivered
1934,2025-01-10,195,13,16,3,8407.8,10,5896.8,Net Banking,Cancelled
1935,2024-05-02,461,11,2,5,18553.5,10,15823.5,Debit Card,Delivered
1936,2023-06-28,278,1,10,5,13757.25,15,902.25,UPI,Delivered
1937,2023-03-26,67,54,12,5,5890.0,0,-6865.0,Net Banking,Returned
1938,2025-07-01,166,47,14,2,7926.8,5,-155.2,UPI,Delivered
1939,2024-12-03,106,50,5,5,4628.0,20,-17152.0,Debit Card,Returned
1940,2024-02-18,374,25,15,4,10617.6,30,7241.6,Net Banking,Returned
1941,2023-09-19,2,2,10,2,1226.0,0,-1138.0,Credit Card,Delivered
1942,2024-06-01,228,42,16,5,15851.25,25,-8883.75,Net Banking,Delivered
1943,2023-08-29,452,13,8,3,7940.7,15,5429.7,Cash,Delivered
1944,2025-12-08,330,44,2,4,19339.2,15,7951.2,Net Banking,Delivered
1945,2024-07-15,377,54,12,2,1884.8,20,-3217.2,Credit Card,Delivered
1946,2023-05-05,223,56,5,1,2959.2,20,-1393.8,Credit Card,Returned
1947,2025-12-26,46,22,3,4,4817.8,15,-10290.2,Net Banking,Delivered
1948,2025-11-09,75,28,6,2,11784.4,15,5928.4,Cash,Cancelled
1949,2024-07-10,418,29,2,4,3995.0,15,-2313.0,Credit Card,Delivered
1950,2024-03-22,379,40,16,1,4132.5,5,-114.5,Net Banking,Returned
1951,2025-11-16,178,35,14,1,1224.3,30,182.3,Cash,Cancelled
1952,2024-09-13,49,31,14,5,22032.0,10,16362.0,Credit Card,Delivered
1953,2023-09-01,108,50,3,3,2776.8,20,-10291.2,Credit Card,Delivered
1954,2024-05-02,15,40,20,1,3480.0,20,-767.0,Debit Card,Delivered
1955,2023-09-30,115,5,16,2,6595.2,10,4079.2,Debit Card,Delivered
1956,2024-03-06,55,64,5,2,1955.8,30,-5824.2,Net Banking,Delivered
1957,2024-12-12,254,59,11,1,3175.5,25,2639.5,Net Banking,Delivered
