return_id,order_id,return_status,return_reason
862,5341,Returned,Customer Changed Mind
863,5345,Returned,Defective Product
864,5346,Returned,Defective Product
865,5350,Returned,Damaged Product
866,5351,Returned,Late Delivery
867,5356,Returned,Customer Changed Mind
868,5357,Returned,Damaged Product
869,5358,Returned,Customer Changed Mind
870,5363,Returned,Defective Product
871,5371,Returned,Defective Product
872,5377,Returned,Wrong Item
873,5380,Returned,Customer Changed Mind
874,5381,Returned,Defective Product
875,5382,Returned,Defective Product
876,5385,Returned,Customer Changed Mind
877,5390,Returned,Customer Changed Mind
878,5397,Returned,Late Delivery
879,5418,Returned,Wrong Item
880,5420,Returned,Wrong Item
881,5429,Returned,Defective Product
882,5437,Returned,Defective Product
883,5447,Returned,Defective Product
884,5448,Returned,Customer Changed Mind
885,5450,Returned,Wrong Item
886,5453,Returned,Customer Changed Mind
887,5460,Returned,Defective Product
888,5464,Returned,Damaged Product
889,5470,Returned,Defective Product
890,5476,Returned,Late Delivery
891,5478,Returned,Late Delivery
892,5484,Returned,Late Delivery
893,5486,Returned,Late Delivery
894,5508,Returned,Damaged Product
895,5524,Returned,Defective Product
896,5544,Returned,Defective Product
897,5553,Returned,Wrong Item
898,5562,Returned,Defective Product
899,5563,Returned,Late Delivery
900,5566,Returned,Customer Changed Mind
901,5572,Returned,Defective Product
902,5582,Returned,Wrong Item
903,5587,Returned,Defective Product
904,5589,Returned,Wrong Item
905,5601,Returned,Customer Changed Mind
906,5607,Returned,Wrong Item
907,5613,Returned,Defective Product
908,5618,Returned,Damaged Product
909,5622,Returned,Damaged Product
910,5623,Returned,Customer Changed Mind
911,5625,Returned,Late Delivery
912,5627,Returned,Damaged Product
913,5628,Returned,Late Delivery
914,5630,Returned,Defective Product
915,5637,Returned,Defective Product
916,5639,Returned,Late Delivery
917,5651,Returned,Wrong Item
918,5655,Returned,Customer Changed Mind
919,5659,Returned,Late Delivery
920,5660,Returned,Customer Changed Mind
921,5667,Returned,Defective Product
922,5671,Returned,Customer Changed Mind
923,5672,Returned,Damaged Product
924,5673,Returned,Late Delivery
925,5690,Returned,Late Delivery
926,5708,Returned,Wrong Item
927,5740,Returned,Wrong Item
928,5745,Returned,Wrong Item
929,5763,Returned,Damaged Product
930,5770,Returned,Customer Changed Mind
931,5771,Returned,Defective Product
932,5775,Returned,Wrong Item
933,5780,Returned,Damaged Product
934,5782,Returned,Wrong Item
935,5786,Returned,Late Delivery
936,5788,Returned,Customer Changed Mind
937,5811,Returned,Late Delivery
938,5813,Returned,Customer Changed Mind
939,5815,Returned,Damaged Product
940,5816,Returned,Defective Product
941,5831,Returned,Customer Changed Mind
942,5835,Returned,Damaged Product
943,5853,Returned,Customer Changed Mind
944,5858,Returned,Customer Changed Mind
945,5878,Returned,Late Delivery
946,5879,Returned,Damaged Product
947,5885,Returned,Wrong Item
948,5888,Returned,Damaged Product
949,5899,Returned,Damaged Product
950,5911,Returned,Damaged Product
951,5913,Returned,Damaged Product
952,5922,Returned,Wrong Item
953,5929,Returned,Customer Changed Mind
954,5931,Returned,Defective Product
955,5937,Returned,Customer Changed Mind
956,5947,Returned,Late Delivery
957,5952,Returned,Defective Product
958,5953,Returned,Defective Product
959,5970,Returned,Late Delivery
960,5972,Returned,Defective Product
961,5973,Returned,Customer Changed Mind
962,5975,Returned,Damaged Product
963,5983,Returned,Damaged Product
964,5990,Returned,Late Delivery
965,5997,Returned,Damaged Product
966,5999,Returned,Wrong Item
967,6001,Returned,Late Delivery
968,6015,Returned,Wrong Item
969,6025,Returned,Defective Product
970,6029,Returned,Damaged Product
971,6033,Returned,Customer Changed Mind
972,6039,Returned,Wrong Item
973,6048,Returned,Damaged Product
974,6049,Returned,Defective Product
975,6050,Returned,Damaged Product
976,6058,Returned,Late Delivery
977,6069,Returned,Wrong Item
978,6074,Returned,Customer Changed Mind
979,6082,Returned,Customer Changed Mind
980,6086,Returned,Defective Product
981,6089,Returned,Wrong Item
982,6100,Returned,Wrong Item
983,6106,Returned,Defective Product
984,6107,Returned,Customer Changed Mind
985,6114,Returned,Defective Product
986,6120,Returned,Wrong Item
987,6121,Returned,Customer Changed Mind
988,6145,Returned,Late Delivery
989,6156,Returned,Customer Changed Mind
990,6158,Returned,Wrong Item
991,6162,Returned,Wrong Item
992,6163,Returned,Customer Changed Mind
993,6171,Returned,Defective Product
994,6173,Returned,Defective Product
995,6177,Returned,Customer Changed Mind
996,6184,Returned,Late Delivery
997,6187,Returned,Wrong Item
998,6196,Returned,Damaged Product
999,6197,Returned,Damaged Product
1000,6226,Returned,Late Delivery
1001,6238,Returned,Wrong Item
1002,6241,Returned,Late Delivery
1003,6253,Returned,Wrong Item
1004,6256,Returned,Defective Product
1005,6257,Returned,Customer Changed Mind
1006,6276,Returned,Wrong Item
1007,6277,Returned,Damaged Product
1008,6282,Returned,Customer Changed Mind
1009,6283,Returned,Late Delivery
1010,6286,Returned,Customer Changed Mind
1011,6294,Returned,Defective Product
1012,6295,Returned,Wrong Item
1013,6299,Returned,Damaged Product
1014,6300,Returned,Late Delivery
1015,6320,Returned,Late Delivery
1016,6322,Returned,Late Delivery
1017,6327,Returned,Defective Product
1018,6332,Returned,Late Delivery
1019,6342,Returned,Damaged Product
1020,6347,Returned,Defective Product
1021,6352,Returned,Defective Product
1022,6356,Returned,Customer Changed Mind
1023,6363,Returned,Late Delivery
1024,6364,Returned,Late Delivery
1025,6368,Returned,Defective Product
1026,6370,Returned,Customer Changed Mind
1027,6377,Returned,Wrong Item
1028,6382,Returned,Late Delivery
1029,6393,Returned,Wrong Item
1030,6406,Returned,Defective Product
1031,6418,Returned,Late Delivery
1032,6428,Returned,Damaged Product
1033,6435,Returned,Defective Product
1034,6447,Returned,Wrong Item
1035,6451,Returned,Customer Changed Mind
1036,6461,Returned,Customer Changed Mind
1037,6469,Returned,Damaged Product
1038,6472,Returned,Late Delivery
1039,6504,Returned,Customer Changed Mind
1040,6515,Returned,Wrong Item
1041,6519,Returned,Customer Changed Mind
1042,6528,Returned,Defective Product
1043,6531,Returned,Late Delivery
1044,6540,Returned,Damaged Product
1045,6543,Returned,Customer Changed Mind
1046,6549,Returned,Damaged Product
1047,6552,Returned,Late Delivery
1048,6562,Returned,Damaged Product
1049,6574,Returned,Defective Product
1050,6584,Returned,Wrong Item
1051,6591,Returned,Late Delivery
1052,6603,Returned,Damaged Product
1053,6621,Returned,Damaged Product
1054,6629,Returned,Damaged Product
1055,6633,Returned,Wrong Item
1056,6643,Returned,Damaged Product
1057,6650,Returned,Defective Product
1058,6656,Returned,Customer Changed Mind
1059,6657,Returned,Customer Changed Mind
1060,6662,Returned,Wrong Item
1061,6679,Returned,Damaged Product
1062,6681,Returned,Customer Changed Mind
1063,6686,Returned,Late Delivery
1064,6697,Returned,Defective Product
1065,6704,Returned,Damaged Product
1066,6708,Returned,Late Delivery
1067,6717,Returned,Late Delivery
1068,6721,Returned,Late Delivery
1069,6728,Returned,Customer Changed Mind
1070,6729,Returned,Customer Changed Mind
1071,6735,Returned,Damaged Product
1072,6746,Returned,Defective Product
1073,6748,Returned,Customer Changed Mind
1074,6750,Returned,Customer Changed Mind
1075,6769,Returned,Customer Changed Mind
1076,6772,Returned,Customer Changed Mind
1077,6773,Returned,Damaged Product
1078,6778,Returned,Damaged Product
1079,6785,Returned,Late Delivery
1080,6793,Returned,Damaged Product
1081,6797,Returned,Late Delivery
1082,6803,Returned,Wrong Item
1083,6812,Returned,Late Delivery
1084,6818,Returned,Damaged Product
1085,6852,Returned,Damaged Product
1086,6862,Returned,Damaged Product
1087,6865,Returned,Wrong Item
1088,6866,Returned,Customer Changed Mind
1089,6870,Returned,Late Delivery
1090,6878,Returned,Late Delivery
1091,6884,Returned,Customer Changed Mind
1092,6885,Returned,Customer Changed Mind
1093,6886,Returned,Late Delivery
1094,6890,Returned,Customer Changed Mind
1095,6893,Returned,Late Delivery
1096,6895,Returned,Customer Changed Mind
1097,6900,Returned,Customer Changed Mind
1098,6901,Returned,Late Delivery
1099,6904,Returned,Customer Changed Mind
1100,6907,Returned,Wrong Item
1101,6911,Returned,Wrong Item
1102,6922,Returned,Defective Product
1103,6923,Returned,Customer Changed Mind
1104,6926,Returned,Customer Changed Mind
1105,6931,Returned,Late Delivery
1106,6935,Returned,Damaged Product
1107,6947,Returned,Damaged Product
1108,6951,Returned,Late Delivery
1109,6961,Returned,Damaged Product
1110,6980,Returned,Customer Changed Mind
1111,6994,Returned,Defective Product
1112,6998,Returned,Late Delivery
1113,7004,Returned,Defective Product
1114,7008,Returned,Damaged Product
1115,7011,Returned,Wrong Item
1116,7013,Returned,Wrong Item
1117,7018,Returned,Wrong Item
1118,7025,Returned,Damaged Product
1119,7027,Returned,Defective Product
1120,7028,Returned,Late Delivery
1121,7029,Returned,Customer Changed Mind
1122,7034,Returned,Wrong Item
1123,7037,Returned,Damaged Product
1124,7047,Returned,Late Delivery
1125,7060,Returned,Customer Changed Mind
1126,7062,Returned,Damaged Product
1127,7065,Returned,Customer Changed Mind
1128,7073,Returned,Damaged Product
1129,7075,Returned,Customer Changed Mind
1130,7080,Returned,Late Delivery
1131,7094,Returned,Wrong Item
1132,7099,Returned,Customer Changed Mind
1133,7107,Returned,Wrong Item
1134,7125,Returned,Damaged Product
1135,7131,Returned,Late Delivery
1136,7134,Returned,Wrong Item
1137,7147,Returned,Late Delivery
1138,7154,Returned,Wrong Item
1139,7158,Returned,Defective Product
1140,7164,Returned,Defective Product
1141,7167,Returned,Damaged Product
1142,7172,Returned,Customer Changed Mind
1143,7178,Returned,Defective Product
1144,7188,Returned,Damaged Product
1145,7190,Returned,Customer Changed Mind
1146,7193,Returned,Wrong Item
1147,7196,Returned,Defective Product
1148,7201,Returned,Wrong Item
1149,7208,Returned,Damaged Product
1150,7212,Returned,Defective Product
1151,7214,Returned,Customer Changed Mind
1152,7218,Returned,Damaged Product
1153,7220,Returned,Late Delivery
1154,7221,Returned,Damaged Product
1155,7253,Returned,Customer Changed Mind
1156,7260,Returned,Damaged Product
1157,7266,Returned,Damaged Product
1158,7268,Returned,Customer Changed Mind
1159,7270,Returned,Customer Changed Mind
1160,7293,Returned,Damaged Product
1161,7331,Returned,Customer Changed Mind
1162,7356,Returned,Defective Product
1163,7357,Returned,Damaged Product
1164,7361,Returned,Wrong Item
1165,7370,Returned,Customer Changed Mind
1166,7373,Returned,Customer Changed Mind
1167,7383,Returned,Damaged Product
1168,7384,Returned,Late Delivery
1169,7389,Returned,Defective Product
1170,7393,Returned,Damaged Product
1171,7398,Returned,Late Delivery
1172,7399,Returned,Damaged Product
1173,7408,Returned,Damaged Product
1174,7409,Returned,Customer Changed Mind
1175,7412,Returned,Defective Product
1176,7416,Returned,Customer Changed Mind
1177,7419,Returned,Customer Changed Mind
1178,7429,Returned,Defective Product
1179,7435,Returned,Customer Changed Mind
1180,7441,Returned,Wrong Item
1181,7443,Returned,Damaged Product
1182,7445,Returned,Defective Product
1183,7449,Returned,Defective Product
1184,7452,Returned,Late Delivery
1185,7454,Returned,Customer Changed Mind
1186,7455,Returned,Customer Changed Mind
1187,7458,Returned,Damaged Product
1188,7468,Returned,Defective Product
1189,7470,Returned,Defective Product
1190,7481,Returned,Customer Changed Mind
1191,7482,Returned,Damaged Product
1192,7485,Returned,Defective Product
1193,7487,Returned,Customer Changed Mind
1194,7488,Returned,Late Delivery
1195,7494,Returned,Defective Product
1196,7498,Returned,Customer Changed Mind
1197,7513,Returned,Damaged Product
1198,7527,Returned,Wrong Item
1199,7529,Returned,Wrong Item
1200,7534,Returned,Defective Product
1201,7552,Returned,Defective Product
1202,7553,Returned,Wrong Item
1203,7555,Returned,Damaged Product
1204,7557,Returned,Defective Product
1205,7561,Returned,Customer Changed Mind
1206,7562,Returned,Defective Product
1207,7575,Returned,Defective Product
1208,7582,Returned,Late Delivery
1209,7583,Returned,Customer Changed Mind
1210,7585,Returned,Customer Changed Mind
1211,7599,Returned,Defective Product
1212,7601,Returned,Defective Product
1213,7603,Returned,Defective Product
1214,7605,Returned,Defective Product
1215,7611,Returned,Wrong Item
1216,7613,Returned,Late Delivery
1217,7614,Returned,Wrong Item
1218,7618,Returned,Customer Changed Mind
1219,7624,Returned,Late Delivery
1220,7630,Returned,Defective Product
1221,7632,Returned,Customer Changed Mind
1222,7641,Returned,Defective Product
1223,7642,Returned,Customer Changed Mind
1224,7644,Returned,Defective Product
1225,7645,Returned,Customer Changed Mind
1226,7656,Returned,Wrong Item
1227,7657,Returned,Customer Changed Mind
1228,7672,Returned,Late Delivery
1229,7678,Returned,Defective Product
1230,7687,Returned,Wrong Item
1231,7689,Returned,Wrong Item
1232,7690,Returned,Damaged Product
1233,7710,Returned,Damaged Product
1234,7713,Returned,Defective Product
1235,7720,Returned,Customer Changed Mind
1236,7722,Returned,Damaged Product
1237,7723,Returned,Late Delivery
1238,7734,Returned,Late Delivery
1239,7739,Returned,Customer Changed Mind
1240,7753,Returned,Late Delivery
1241,7759,Returned,Defective Product
1242,7762,Returned,Late Delivery
1243,7770,Returned,Damaged Product
1244,7776,Returned,Damaged Product
1245,7777,Returned,Wrong Item
1246,7780,Returned,Wrong Item
1247,7783,Returned,Customer Changed Mind
1248,7787,Returned,Customer Changed Mind
1249,7791,Returned,Wrong Item
1250,7792,Returned,Damaged Product
1251,7798,Returned,Damaged Product
1252,7805,Returned,Late Delivery
1253,7808,Returned,Customer Changed Mind
1254,7810,Returned,Customer Changed Mind
1255,7825,Returned,Defective Product
1256,7826,Returned,Damaged Product
1257,7831,Returned,Late Delivery
1258,7833,Returned,Damaged Product
1259,7835,Returned,Defective Product
1260,7842,Returned,Wrong Item
1261,7863,Returned,Defective Product
1262,7865,Returned,Wrong Item
1263,7872,Returned,Late Delivery
1264,7874,Returned,Customer Changed Mind
1265,7879,Returned,Late Delivery
1266,7881,Returned,Defective Product
1267,7886,Returned,Damaged Product
1268,7894,Returned,Wrong Item
1269,7898,Returned,Customer Changed Mind
1270,7905,Returned,Damaged Product
1271,7908,Returned,Customer Changed Mind
1272,7909,Returned,Late Delivery
1273,7914,Returned,Damaged Product
1274,7958,Returned,Defective Product
1275,7960,Returned,Late Delivery
1276,7961,Returned,Wrong Item
1277,7962,Returned,Wrong Item
1278,7971,Returned,Damaged Product
1279,7972,Returned,Late Delivery
1280,7974,Returned,Defective Product
1281,7975,Returned,Customer Changed Mind
1282,7979,Returned,Wrong Item
1283,7982,Returned,Customer Changed Mind
1284,7984,Returned,Defective Product
1285,7991,Returned,Damaged Product
1286,7992,Returned,Wrong Item
1287,8002,Returned,Damaged Product
1288,8009,Returned,Defective Product
1289,8010,Returned,Damaged Product
1290,8013,Returned,Late Delivery
1291,8015,Returned,Damaged Product
1292,8026,Returned,Defective Product
1293,8031,Returned,Damaged Product
1294,8034,Returned,Wrong Item
1295,8039,Returned,Customer Changed Mind
1296,8040,Returned,Defective Product
1297,8048,Returned,Damaged Product
1298,8054,Returned,Damaged Product
1299,8065,Returned,Late Delivery
1300,8068,Returned,Customer Changed Mind
1301,8069,Returned,Defective Product
1302,8081,Returned,Damaged Product
1303,8086,Returned,Late Delivery
1304,8090,Returned,Customer Changed Mind
1305,8093,Returned,Late Delivery
1306,8096,Returned,Late Delivery
1307,8098,Returned,Defective Product
1308,8105,Returned,Late Delivery
1309,8109,Returned,Damaged Product
1310,8124,Returned,Late Delivery
1311,8128,Returned,Defective Product
1312,8130,Returned,Damaged Product
1313,8134,Returned,Late Delivery
1314,8135,Returned,Damaged Product
1315,8136,Returned,Defective Product
1316,8141,Returned,Wrong Item
1317,8149,Returned,Defective Product
1318,8155,Returned,Late Delivery
1319,8157,Returned,Wrong Item
1320,8159,Returned,Customer Changed Mind
1321,8169,Returned,Defective Product
1322,8174,Returned,Defective Product
1323,8177,Returned,Damaged Product
1324,8185,Returned,Damaged Product
1325,8186,Returned,Defective Product
1326,8196,Returned,Wrong Item
1327,8197,Returned,Customer Changed Mind
1328,8203,Returned,Defective Product
1329,8209,Returned,Defective Product
1330,8220,Returned,Damaged Product
1331,8225,Returned,Damaged Product
1332,8229,Returned,Defective Product
1333,8233,Returned,Defective Product
1334,8241,Returned,Customer Changed Mind
1335,8248,Returned,Damaged Product
1336,8252,Returned,Customer Changed Mind
1337,8258,Returned,Defective Product
1338,8259,Returned,Damaged Product
1339,8267,Returned,Late Delivery
1340,8278,Returned,Late Delivery
1341,8286,Returned,Damaged Product
1342,8288,Returned,Customer Changed Mind
1343,8291,Returned,Customer Changed Mind
1344,8294,Returned,Customer Changed Mind
1345,8300,Returned,Damaged Product
1346,8304,Returned,Damaged Product
1347,8309,Returned,Customer Changed Mind
1348,8310,Returned,Customer Changed Mind
1349,8314,Returned,Wrong Item
1350,8330,Returned,Defective Product
1351,8343,Returned,Late Delivery
1352,8354,Returned,Wrong Item
1353,8364,Returned,Damaged Product
1354,8367,Returned,Customer Changed Mind
1355,8375,Returned,Customer Changed Mind
1356,8382,Returned,Damaged Product
1357,8413,Returned,Defective Product
1358,8420,Returned,Damaged Product
1359,8422,Returned,Late Delivery
1360,8435,Returned,Defective Product
1361,8439,Returned,Late Delivery
1362,8442,Returned,Defective Product
1363,8454,Returned,Wrong Item
1364,8457,Returned,Late Delivery
1365,8459,Returned,Damaged Product
1366,8466,Returned,Late Delivery
1367,8471,Returned,Defective Product
1368,8484,Returned,Customer Changed Mind
1369,8490,Returned,Customer Changed Mind
1370,8492,Returned,Defective Product
1371,8493,Returned,Late Delivery
1372,8499,Returned,Customer Changed Mind
1373,8500,Returned,Wrong Item
1374,8506,Returned,Late Delivery
1375,8507,Returned,Damaged Product
1376,8510,Returned,Damaged Product
1377,8514,Returned,Wrong Item
1378,8520,Returned,Damaged Product
1379,8532,Returned,Wrong Item
1380,8536,Returned,Damaged Product
1381,8543,Returned,Late Delivery
1382,8546,Returned,Damaged Product
1383,8550,Returned,Defective Product
1384,8552,Returned,Customer Changed Mind
1385,8557,Returned,Damaged Product
1386,8559,Returned,Customer Changed Mind
1387,8566,Returned,Late Delivery
1388,8568,Returned,Defective Product
1389,8573,Returned,Defective Product
1390,8579,Returned,Defective Product
1391,8580,Returned,Customer Changed Mind
1392,8581,Returned,Wrong Item
1393,8585,Returned,Wrong Item
1394,8594,Returned,Late Delivery
1395,8599,Returned,Defective Product
1396,8607,Returned,Late Delivery
1397,8609,Returned,Customer Changed Mind
1398,8615,Returned,Customer Changed Mind
1399,8621,Returned,Late Delivery
1400,8631,Returned,Damaged Product
1401,8642,Returned,Defective Product
1402,8649,Returned,Late Delivery
1403,8652,Returned,Defective Product
1404,8655,Returned,Late Delivery
1405,8656,Returned,Defective Product
1406,8657,Returned,Wrong Item
1407,8664,Returned,Wrong Item
1408,8674,Returned,Late Delivery
1409,8677,Returned,Damaged Product
1410,8691,Returned,Defective Product
1411,8693,Returned,Defective Product
1412,8698,Returned,Damaged Product
1413,8722,Returned,Damaged Product
1414,8734,Returned,Damaged Product
1415,8736,Returned,Wrong Item
1416,8739,Returned,Customer Changed Mind
1417,8750,Returned,Wrong Item
1418,8751,Returned,Wrong Item
1419,8753,Returned,Late Delivery
1420,8760,Returned,Defective Product
1421,8761,Returned,Wrong Item
1422,8766,Returned,Wrong Item
1423,8768,Returned,Customer Changed Mind
1424,8778,Returned,Customer Changed Mind
1425,8783,Returned,Customer Changed Mind
1426,8786,Returned,Damaged Product
1427,8803,Returned,Defective Product
1428,8804,Returned,Late Delivery
1429,8806,Returned,Defective Product
1430,8807,Returned,Late Delivery
1431,8811,Returned,Wrong Item
1432,8814,Returned,Customer Changed Mind
1433,8830,Returned,Defective Product
1434,8838,Returned,Wrong Item
1435,8848,Returned,Wrong Item
1436,8850,Returned,Defective Product
1437,8851,Returned,Late Delivery
1438,8854,Returned,Late Delivery
1439,8856,Returned,Late Delivery
1440,8857,Returned,Wrong Item
1441,8860,Returned,Late Delivery
1442,8867,Returned,Late Delivery
1443,8870,Returned,Defective Product
1444,8875,Returned,Wrong Item
1445,8882,Returned,Damaged Product
1446,8887,Returned,Wrong Item
1447,8889,Returned,Defective Product
1448,8903,Returned,Damaged Product
1449,8908,Returned,Damaged Product
1450,8910,Returned,Damaged Product
1451,8922,Returned,Late Delivery
1452,8928,Returned,Late Delivery
1453,8930,Returned,Customer Changed Mind
1454,8932,Returned,Customer Changed Mind
1455,8936,Returned,Defective Product
1456,8943,Returned,Late Delivery
1457,8954,Returned,Damaged Product
1458,8964,Returned,Late Delivery
1459,8971,Returned,Damaged Product
1460,8979,Returned,Wrong Item
1461,8989,Returned,Defective Product
1462,8998,Returned,Defective Product
1463,9001,Returned,Late Delivery
1464,9008,Returned,Late Delivery
1465,9022,Returned,Wrong Item
1466,9024,Returned,Wrong Item
1467,9027,Returned,Wrong Item
1468,9030,Returned,Customer Changed Mind
1469,9036,Returned,Late Delivery
1470,9038,Returned,Damaged Product
1471,9058,Returned,Defective Product
1472,9079,Returned,Wrong Item
1473,9080,Returned,Defective Product
1474,9092,Returned,Customer Changed Mind
1475,9097,Returned,Wrong Item
1476,9103,Returned,Damaged Product
1477,9108,Returned,Customer Changed Mind
1478,9109,Returned,Late Delivery
1479,9123,Returned,Wrong Item
1480,9133,Returned,Late Delivery
1481,9141,Returned,Wrong Item
1482,9143,Returned,Wrong Item
1483,9144,Returned,Wrong Item
1484,9147,Returned,Late Delivery
1485,9154,Returned,Wrong Item
1486,9165,Returned,Late Delivery
1487,9167,Returned,Wrong Item
1488,9170,Returned,Damaged Product
1489,9175,Returned,Wrong Item
1490,9178,Returned,Defective Product
1491,9182,Returned,Late Delivery
1492,9194,Returned,Customer Changed Mind
1493,9204,Returned,Defective Product
1494,9208,Returned,Customer Changed Mind
1495,9212,Returned,Late Delivery
1496,9220,Returned,Customer Changed Mind
1497,9225,Returned,Wrong Item
1498,9229,Returned,Defective Product
1499,9231,Returned,Damaged Product
1500,9240,Returned,Customer Changed Mind
1501,9245,Returned,Wrong Item
1502,9254,Returned,Wrong Item
1503,9260,Returned,Late Delivery
1504,9262,Returned,Damaged Product
1505,9270,Returned,Damaged Product
1506,9278,Returned,Customer Changed Mind
1507,9285,Returned,Late Delivery
1508,9289,Returned,Late Delivery
1509,9292,Returned,Late Delivery
1510,9299,Returned,Defective Product
1511,9300,Returned,Damaged Product
1512,9301,Returned,Late Delivery
1513,9303,Returned,Defective Product
1514,9316,Returned,Wrong Item
1515,9321,Returned,Defective Product
1516,9329,Returned,Late Delivery
1517,9330,Returned,Damaged Product
1518,9331,Returned,Customer Changed Mind
1519,9354,Returned,Defective Product
1520,9358,Returned,Wrong Item
1521,9366,Returned,Defective Product
1522,9367,Returned,Customer Changed Mind
1523,9368,Returned,Wrong Item
1524,9372,Returned,Late Delivery
1525,9382,Returned,Late Delivery
1526,9385,Returned,Defective Product
1527,9408,Returned,Customer Changed Mind
1528,9429,Returned,Wrong Item
1529,9435,Returned,Defective Product
1530,9440,Returned,Wrong Item
1531,9445,Returned,Customer Changed Mind
1532,9454,Returned,Damaged Product
1533,9464,Returned,Customer Changed Mind
1534,9468,Returned,Wrong Item
1535,9473,Returned,Late Delivery
1536,9474,Returned,Defective Product
1537,9475,Returned,Customer Changed Mind
1538,9476,Returned,Wrong Item
1539,9478,Returned,Customer Changed Mind
1540,9479,Returned,Damaged Product
1541,9483,Returned,Defective Product
1542,9487,Returned,Damaged Product
1543,9489,Returned,Late Delivery
1544,9492,Returned,Late Delivery
1545,9493,Returned,Defective Product
1546,9495,Returned,Wrong Item
1547,9499,Returned,Wrong Item
1548,9507,Returned,Customer Changed Mind
1549,9509,Returned,Wrong Item
1550,9516,Returned,Wrong Item
1551,9519,Returned,Damaged Product
1552,9531,Returned,Customer Changed Mind
1553,9538,Returned,Customer Changed Mind
1554,9548,Returned,Late Delivery
1555,9549,Returned,Damaged Product
1556,9560,Returned,Damaged Product
1557,9566,Returned,Damaged Product
1558,9569,Returned,Late Delivery
1559,9571,Returned,Wrong Item
1560,9580,Returned,Wrong Item
1561,9594,Returned,Customer Changed Mind
1562,9603,Returned,Damaged Product
1563,9605,Returned,Wrong Item
1564,9617,Returned,Late Delivery
1565,9622,Returned,Damaged Product
1566,9626,Returned,Late Delivery
1567,9633,Returned,Customer Changed Mind
1568,9636,Returned,Customer Changed Mind
1569,9642,Returned,Late Delivery
1570,9644,Returned,Customer Changed Mind
1571,9645,Returned,Defective Product
1572,9648,Returned,Defective Product
1573,9650,Returned,Customer Changed Mind
1574,9655,Returned,Wrong Item
1575,9664,Returned,Customer Changed Mind
1576,9671,Returned,Damaged Product
1577,9672,Returned,Wrong Item
1578,9675,Returned,Customer Changed Mind
1579,9677,Returned,Defective Product
1580,9680,Returned,Defective Product
1581,9687,Returned,Defective Product
1582,9695,Returned,Customer Changed Mind
1583,9696,Returned,Damaged Product
1584,9697,Returned,Defective Product
1585,9704,Returned,Damaged Product
1586,9706,Returned,Late Delivery
1587,9717,Returned,Wrong Item
1588,9722,Returned,Defective Product
1589,9726,Returned,Wrong Item
1590,9738,Returned,Defective Product
1591,9746,Returned,Defective Product
1592,9752,Returned,Defective Product
1593,9754,Returned,Damaged Product
1594,9756,Returned,Wrong Item
1595,9757,Returned,Wrong Item
1596,9759,Returned,Wrong Item
1597,9769,Returned,Defective Product
1598,9784,Returned,Customer Changed Mind
1599,9803,Returned,Late Delivery
1600,9808,Returned,Customer Changed Mind
1601,9811,Returned,Late Delivery
1602,9817,Returned,Wrong Item
1603,9825,Returned,Customer Changed Mind
1604,9831,Returned,Customer Changed Mind
1605,9841,Returned,Late Delivery
1606,9842,Returned,Late Delivery
1607,9844,Returned,Late Delivery
1608,9848,Returned,Damaged Product
1609,9852,Returned,Wrong Item
1610,9855,Returned,Late Delivery
1611,9858,Returned,Customer Changed Mind
1612,9859,Returned,Wrong Item
1613,9868,Returned,Wrong Item
1614,9870,Returned,Wrong Item
1615,9876,Returned,Damaged Product
1616,9878,Returned,Defective Product
1617,9880,Returned,Wrong Item
1618,9881,Returned,Late Delivery
1619,9884,Returned,Customer Changed Mind
1620,9891,Returned,Late Delivery
1621,9899,Returned,Late Delivery
1622,9900,Returned,Wrong Item
1623,9911,Returned,Defective Product
1624,9923,Returned,Defective Product
1625,9926,Returned,Customer Changed Mind
1626,9936,Returned,Damaged Product
1627,9945,Returned,Wrong Item
1628,9950,Returned,Defective Product
1629,9955,Returned,Damaged Product
1630,9971,Returned,Customer Changed Mind
1631,9973,Returned,Damaged Product
1632,9974,Returned,Defective Product
1633,9977,Returned,Customer Changed Mind
1634,9980,Returned,Damaged Product
1635,9997,Returned,Customer Changed Mind
1636,9998,Returned,Defective Product
